,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
TEKAMAH/UNITED STATES OF AMERICA,42500258480.000000,41.786100,-96.226400,338.300000,-5.112500,-2.257826,3.297727,10.482500,16.622000,22.164231,24.254800,22.973600,18.360800,11.346923,3.949231,-3.365000
WAKEFIELD/UNITED STATES OF AMERICA,42500258915.000000,42.266700,-96.861700,423.700000,-7.536296,-4.729643,1.347857,8.220000,14.169259,19.648889,21.849259,20.955556,16.100741,9.412308,0.823077,-6.494231
WEEPING WATER/UNITED STATES OF AMERICA,42500259090.000000,40.863900,-96.141400,335.300000,-4.462069,-1.831724,4.265333,10.846667,16.654000,21.894000,24.296000,22.960667,18.161429,11.466897,3.550714,-3.206552
YORK/UNITED STATES OF AMERICA,42500259510.000000,40.867800,-97.592200,490.700000,-2.713750,-0.092500,4.765417,11.479167,17.058182,23.110435,25.833913,24.331739,19.595217,12.470455,4.342273,-1.908182
AUSTIN #2/UNITED STATES OF AMERICA,42500260507.000000,39.493100,-117.067500,2066.500000,0.311579,1.283500,4.311364,7.353000,12.246190,17.616500,22.148333,21.748000,16.448182,10.287000,4.037000,0.061500
BATTLE MOUNTAIN 4SE/UNITED STATES OF AMERICA,42500260691.000000,40.611700,-116.891700,1373.100000,0.157778,2.396667,6.172222,8.758889,14.045789,19.142632,24.168421,22.438421,17.300556,10.480000,3.999444,-0.394211
ELKO RGNL AP/UNITED STATES OF AMERICA,42500262573.000000,40.828900,-115.788600,1533.100000,-3.803913,-1.087826,3.996400,7.417917,12.211200,17.039600,21.535200,20.500000,15.421250,8.318800,1.837500,-3.476957
FALLON EXP STN/UNITED STATES OF AMERICA,42500262780.000000,39.457200,-118.781100,1208.500000,0.566538,3.590741,7.313462,10.082692,14.825833,19.233333,23.199167,21.839091,16.894348,11.033913,4.851739,0.282609
GOLCONDA/UNITED STATES OF AMERICA,42500263245.000000,40.956700,-117.492200,1339.300000,-1.211667,1.541765,5.355294,8.384706,12.795294,18.174706,22.287368,21.648824,15.996667,9.798235,3.015000,-1.883889
LOVELOCK/UNITED STATES OF AMERICA,42500264698.000000,40.190600,-118.476700,1211.600000,-0.675769,2.692000,6.205714,9.597143,14.486786,19.237500,23.326296,21.947037,17.101852,10.486667,3.478077,-1.068077
MCGILL/UNITED STATES OF AMERICA,42500264950.000000,39.413600,-114.773300,1911.100000,-2.106786,-0.502500,3.531071,7.045000,11.583571,17.020000,21.183333,20.554815,15.097037,8.759231,2.279643,-2.175357
MINA/UNITED STATES OF AMERICA,42500265168.000000,38.384400,-118.105600,1391.700000,1.663043,4.210870,7.939565,10.983043,16.150909,21.396522,25.788095,24.581000,19.439091,12.455455,5.680000,1.036667
RENO AP/UNITED STATES OF AMERICA,42500266779.000000,39.483900,-119.771100,1344.200000,2.120769,4.483077,7.923077,10.586538,15.520769,20.007692,24.201538,23.176923,18.695385,12.483333,6.508519,2.214231
SEARCHLIGHT/UNITED STATES OF AMERICA,42500267369.000000,35.466100,-114.921700,1079.000000,7.526800,9.008400,12.189130,15.705417,21.164000,26.199200,29.085833,28.052917,24.432174,18.198333,11.255652,7.008800
WINNEMUCCA AP/UNITED STATES OF AMERICA,42500269171.000000,40.901700,-117.808100,1309.400000,-0.452308,2.261481,5.430370,8.400370,13.057037,18.232500,22.748214,21.375357,15.972692,9.330741,3.096296,-1.154074
BETHLEHEM 2/UNITED STATES OF AMERICA,42500270706.000000,44.306100,-71.657500,359.700000,-9.812692,-7.682800,-2.183846,4.800417,11.164783,16.020000,18.467778,17.313462,12.838462,6.387500,0.520385,-6.342692
DURHAM/UNITED STATES OF AMERICA,42500272174.000000,43.150000,-70.950000,24.400000,-5.985517,-4.228621,0.449286,6.726207,12.289643,17.625357,20.521034,19.509000,15.209655,8.644667,3.177333,-2.740333
FIRST CONNECTICUT LA/UNITED STATES OF AMERICA,42500272999.000000,45.087500,-71.287200,506.000000,-11.397667,-9.487333,-4.656333,3.189667,9.803000,15.098000,17.631000,16.739000,12.317667,6.303448,0.240345,-6.997667
HANOVER/UNITED STATES OF AMERICA,42500273850.000000,43.703100,-72.284700,183.800000,-6.640714,-4.693793,0.575172,7.839643,14.220357,19.052308,21.805556,20.785556,16.419286,9.038889,3.356154,-3.537037
KEENE/UNITED STATES OF AMERICA,42500274399.000000,42.938900,-72.324400,158.500000,-6.189655,-4.101667,0.604643,7.242069,13.082500,18.141071,20.764643,20.001034,15.613333,8.958621,3.307857,-2.829643
ATLANTIC CITY/UNITED STATES OF AMERICA,42500280325.000000,39.379200,-74.424200,3.000000,1.639600,2.536923,5.809231,10.520000,15.574231,20.616923,23.666923,23.338148,20.059259,14.494231,9.382000,4.029200
BELVIDERE BRG/UNITED STATES OF AMERICA,42500280734.000000,40.829200,-75.083600,80.200000,-2.838696,-1.034583,2.890435,8.508000,14.266000,19.035217,21.757826,20.859545,16.969565,10.361667,5.111667,-0.504545
CHARLOTTEBURG RSVR/UNITED STATES OF AMERICA,42500281582.000000,41.034700,-74.423300,231.600000,-2.692000,-1.479500,3.022632,9.073500,14.710000,19.212000,22.015263,20.928500,17.033333,10.683333,6.070000,-0.439000
FLEMINGTON 5 NNW/UNITED STATES OF AMERICA,42500283029.000000,40.563100,-74.883100,79.200000,-1.621071,0.240000,4.333214,10.138621,15.483448,20.390690,23.237500,22.224828,18.297143,11.782759,6.531379,0.953103
HIGHTSTOWN 2 W/UNITED STATES OF AMERICA,42500283951.000000,40.265000,-74.564200,30.500000,-1.008214,0.889630,4.885000,10.294643,15.700000,20.542963,23.184815,22.148889,18.483333,12.233333,7.100000,1.836429
INDIAN MILLS 2 W/UNITED STATES OF AMERICA,42500284229.000000,39.814400,-74.788300,30.500000,0.366000,1.715600,5.812400,11.519200,16.522308,21.451154,24.142308,23.077692,19.187308,13.252692,7.834615,2.581538
LONG BRANCH OAKHURST/UNITED STATES OF AMERICA,42500284987.000000,40.279700,-74.004700,9.100000,0.656316,1.953000,5.031429,9.882381,15.018000,20.431818,23.468261,22.736522,19.165455,12.941053,8.457895,2.648889
MOORESTOWN/UNITED STATES OF AMERICA,42500285728.000000,39.951100,-74.969700,13.700000,0.546667,1.704138,6.200345,11.692143,16.597778,21.957600,24.580000,23.366923,19.306923,13.209231,7.637500,2.626800
NEW BRUNSWICK 3 SE/UNITED STATES OF AMERICA,42500286055.000000,40.471900,-74.436400,26.200000,-0.428621,1.126071,5.223448,10.622500,16.044286,21.254286,24.043929,23.065357,19.020357,12.614286,7.729310,2.200345
PLAINFIELD/UNITED STATES OF AMERICA,42500287079.000000,40.603600,-74.402500,27.400000,-0.579583,0.796400,5.344000,11.135833,16.443462,21.620769,24.386800,23.299167,19.122500,12.540870,7.379200,1.892308
TOMS RIVER/UNITED STATES OF AMERICA,42500288816.000000,39.950000,-74.216700,30.500000,-0.536190,0.631818,4.198000,9.629545,15.072381,20.202381,23.237143,22.278500,18.331500,12.180476,7.258571,2.329545
AZTEC RUINS NM/UNITED STATES OF AMERICA,42500290692.000000,36.835000,-108.000600,1720.300000,-1.175500,2.201429,6.069524,9.922000,15.384211,20.108500,23.540476,22.549444,18.191579,11.486000,4.588095,-0.891429
BELL RANCH/UNITED STATES OF AMERICA,42500290858.000000,35.529700,-104.093600,1371.600000,3.095238,4.810000,8.954800,13.587037,18.778750,24.032000,26.142500,25.124091,20.775652,14.393200,7.636296,1.084167
CARLSBAD/UNITED STATES OF AMERICA,42500291469.000000,32.347800,-104.222500,951.000000,6.523929,9.184615,12.960741,17.110000,22.147500,26.522308,27.385600,26.764167,22.949615,17.506522,11.348000,6.762692
CARRIZOZO 1SW/UNITED STATES OF AMERICA,42500291515.000000,33.630800,-105.896400,1647.400000,2.096923,4.500800,7.873333,12.025833,17.386000,22.019615,23.174815,22.175385,18.743333,12.799259,6.160000,1.881538
CHAMA/UNITED STATES OF AMERICA,42500291664.000000,36.917800,-106.578100,2392.700000,-5.644444,-3.641852,-0.035000,4.310000,8.992143,13.907857,17.062143,16.370000,12.046786,6.397143,-0.296552,-5.093103
CIMARRON 4 SW/UNITED STATES OF AMERICA,42500291813.000000,36.466100,-104.945600,1993.400000,-0.407241,0.668276,4.241724,8.308667,13.105185,17.576207,19.592759,18.661429,15.091034,9.874643,3.528966,-0.765172
CLAYTON MUNI ARPK AP/UNITED STATES OF AMERICA,42500291887.000000,36.448600,-103.153900,1511.800000,1.758261,2.744783,6.548182,11.254545,16.091304,21.045000,23.472917,22.518750,18.559167,12.384167,6.090000,1.060417
DULCE/UNITED STATES OF AMERICA,42500292608.000000,36.935800,-107.000000,2070.500000,-3.658148,-0.896296,3.039259,6.682222,11.471481,16.113704,19.721481,18.860370,14.341111,8.061923,1.711852,-3.227037
ELEPHANT BUTTE DAM/UNITED STATES OF AMERICA,42500292848.000000,33.146100,-107.184400,1394.800000,6.623333,9.522174,12.929200,17.373077,22.483462,27.288333,28.235652,26.930000,23.524783,17.581818,11.436667,6.823750
FT BAYARD/UNITED STATES OF AMERICA,42500293265.000000,32.793900,-108.151700,1872.100000,5.660000,7.016667,9.722000,13.283333,18.070000,23.004500,23.943889,22.873529,20.777619,15.235455,9.293333,5.362500
FT SUMNER/UNITED STATES OF AMERICA,42500293294.000000,34.466700,-104.231900,1226.800000,4.361429,6.856786,10.352593,14.393462,19.319259,23.947692,25.583600,24.695200,20.896296,14.897778,9.085556,4.130000
GAGE/UNITED STATES OF AMERICA,42500293368.000000,32.226100,-108.086700,1365.200000,5.586500,7.526842,10.771000,14.880000,20.272105,25.269500,26.750000,25.609000,22.566316,16.503333,9.490556,4.883684
JEMEZ SPRINGS/UNITED STATES OF AMERICA,42500294369.000000,35.778300,-106.687200,1908.700000,-0.250000,1.988621,5.238929,9.030741,13.963448,19.234643,21.378621,20.271429,16.395862,10.712069,4.230345,-0.462857
JORNADA EXP RANGE/UNITED STATES OF AMERICA,42500294426.000000,32.616900,-106.741100,1300.300000,4.340000,7.485000,10.630588,14.530556,19.583333,24.589474,26.363750,25.312778,21.655882,15.347143,9.101176,4.547647
LAS VEGAS WWTP/UNITED STATES OF AMERICA,42500294862.000000,35.567800,-105.213100,1935.200000,-0.939259,1.278800,4.142800,8.174643,12.826071,17.531154,19.823846,18.990769,15.154231,9.194800,3.802963,-1.110400
LOS LUNAS 3 SSW/UNITED STATES OF AMERICA,42500295150.000000,34.767500,-106.761100,1475.200000,1.554667,4.524000,8.251667,12.405667,17.447000,22.283103,24.553448,23.593793,19.416000,12.943103,6.100667,1.357333
LUNA RS/UNITED STATES OF AMERICA,42500295273.000000,33.822500,-108.941700,2148.800000,-0.145385,1.553846,3.643600,7.014800,11.205833,15.698000,18.540000,17.650000,14.362308,9.113462,3.238400,-0.216800
MTN PARK/UNITED STATES OF AMERICA,42500295960.000000,32.954700,-105.824200,2066.500000,2.066071,3.528571,6.139630,9.804074,14.568148,18.964815,19.364643,18.650714,16.038929,11.212857,5.541111,1.863333
MOUNTAINAIR/UNITED STATES OF AMERICA,42500295965.000000,34.520800,-106.260600,1987.300000,0.815417,2.828846,6.025185,9.922000,14.833846,19.930400,22.020000,20.763913,17.417500,11.488261,5.070000,0.370000
OROGRANDE/UNITED STATES OF AMERICA,42500296435.000000,32.378900,-106.091100,1274.700000,5.745556,8.534286,11.828421,16.345500,20.991579,25.979500,26.856500,25.834737,23.113333,17.098235,10.033000,5.614500
RED RIVER/UNITED STATES OF AMERICA,42500297323.000000,36.705800,-105.403600,2644.400000,-6.794400,-5.137600,-1.826923,2.204800,6.921154,11.378077,13.708800,12.851923,9.320400,3.994800,-2.393600,-6.418846
ROSWELL IND AP/UNITED STATES OF AMERICA,42500297610.000000,33.307500,-104.508300,1112.200000,5.030000,7.845556,11.841111,16.453333,21.364815,25.976296,27.111481,26.262222,22.608519,16.527857,9.880357,4.793571
SAN JON/UNITED STATES OF AMERICA,42500297867.000000,35.108600,-103.328300,1289.300000,3.835000,5.842143,9.789643,14.287931,19.486897,24.387241,26.413448,25.581379,21.538966,15.373448,8.915714,3.383333
SANTA ROSA/UNITED STATES OF AMERICA,42500298107.000000,34.935800,-104.680500,1405.100000,3.462000,5.432083,8.605000,12.876667,17.898261,22.485833,24.213913,23.207500,19.444545,13.747083,7.490000,2.742174
SOCORRO/UNITED STATES OF AMERICA,42500298387.000000,34.082800,-106.883100,1397.500000,2.750400,5.528462,9.259615,13.259167,18.120833,22.289600,24.238519,23.253077,19.333846,13.313462,6.771923,2.163200
SPRINGER/UNITED STATES OF AMERICA,42500298501.000000,36.362800,-104.585000,1794.700000,-0.292857,1.502857,5.449524,9.617895,14.718421,19.220000,21.571905,20.670000,17.017000,10.824211,4.536842,-0.911500
STATE UNIV/UNITED STATES OF AMERICA,42500298535.000000,32.282200,-106.759700,1182.900000,6.903636,9.161364,12.345000,16.683333,21.489500,26.292500,27.411429,26.305238,22.960000,17.118095,11.285500,6.528571
TUCUMCARI 4 NE/UNITED STATES OF AMERICA,42500299156.000000,35.200600,-103.686700,1245.400000,3.992333,6.104000,9.635333,13.955333,19.038000,23.973667,25.953667,24.921000,21.041667,14.792333,8.965667,3.825667
TULAROSA/UNITED STATES OF AMERICA,42500299165.000000,33.071900,-106.041700,1350.300000,4.908519,7.479643,10.577241,14.862857,19.773448,24.317241,25.264138,24.334138,21.113448,15.626429,9.087143,4.678276
ALBANY INTL AP/UNITED STATES OF AMERICA,42500300042.000000,42.743100,-73.809200,83.800000,-4.765172,-2.950000,2.081724,9.054138,14.926552,19.782759,22.367931,21.435000,16.951071,10.147857,4.911786,-1.477241
ALFRED/UNITED STATES OF AMERICA,42500300085.000000,42.261400,-77.785000,539.500000,-5.669583,-4.023704,0.207308,6.732593,12.313929,17.443704,19.425769,18.494000,14.394615,8.725556,2.855556,-2.434800
ALLEGANY SP/UNITED STATES OF AMERICA,42500300093.000000,42.100300,-78.750000,457.200000,-4.778800,-3.551538,0.521923,7.264615,12.555000,17.333600,19.182800,18.614444,14.851200,8.841852,3.855556,-2.270385
ANGELICA/UNITED STATES OF AMERICA,42500300183.000000,42.301700,-77.988900,440.400000,-4.543000,-4.002000,0.750952,7.459524,12.590952,17.554762,19.511818,18.808095,14.770952,8.938000,4.208000,-1.771579
BATAVIA/UNITED STATES OF AMERICA,42500300443.000000,43.030300,-78.169200,278.300000,-4.858333,-4.803200,0.013200,6.863600,12.889200,18.542083,20.672500,19.820455,15.681304,9.538750,3.556522,-2.294400
BINGHAMTON GREATER A/UNITED STATES OF AMERICA,42500300687.000000,42.206700,-75.980000,486.200000,-5.446923,-3.979200,0.327200,7.100385,12.997407,17.854444,20.178148,19.477037,15.119286,8.951071,3.384643,-2.794286
BRIDGEHAMPTON/UNITED STATES OF AMERICA,42500300889.000000,40.946400,-72.306700,18.300000,-1.358966,-0.502759,2.868621,7.795357,12.961071,18.389286,21.501481,20.914643,17.100000,11.238929,6.417931,1.563214
BUFFALO NIAGARA INTL/UNITED STATES OF AMERICA,42500301012.000000,42.940800,-78.735800,214.900000,-3.918148,-2.991429,1.133929,7.912857,13.942143,18.978214,21.746071,20.838214,16.868214,10.431071,5.117857,-0.935926
CANTON 4 SE/UNITED STATES OF AMERICA,42500301185.000000,44.577200,-75.109700,136.600000,-8.539000,-6.843448,-1.637667,6.210667,12.713333,17.766333,20.252414,19.129333,14.767407,8.129333,2.624333,-4.396667
CHAZY/UNITED STATES OF AMERICA,42500301401.000000,44.878600,-73.395300,47.900000,-8.135600,-6.355200,-0.904000,7.166400,13.615200,18.695833,21.216667,20.045833,15.235909,8.737727,2.830435,-3.962500
COOPERSTOWN/UNITED STATES OF AMERICA,42500301752.000000,42.716700,-74.926700,383.100000,-7.870741,-6.516923,-1.684231,5.078077,11.169200,16.131852,18.340000,17.663462,13.359259,7.068519,1.548889,-4.641852
DANNEMORA/UNITED STATES OF AMERICA,42500301966.000000,44.719200,-73.720600,408.400000,-8.820345,-7.300345,-1.899333,5.712667,12.266333,17.412667,19.930333,18.663000,14.218333,7.618333,1.179333,-5.372000
DANSVILLE/UNITED STATES OF AMERICA,42500301974.000000,42.565600,-77.717500,201.200000,-3.248571,-2.000000,1.686296,8.319259,14.166667,19.499286,21.636923,20.832308,16.822222,10.457857,5.402963,-0.370000
DEPOSIT/UNITED STATES OF AMERICA,42500302060.000000,42.062800,-75.426400,304.800000,-5.055600,-4.071538,0.840370,7.661538,13.145769,18.259231,20.471538,19.877778,15.460370,9.357778,3.533462,-2.539615
DOBBS FERRY ARDSLEY/UNITED STATES OF AMERICA,42500302129.000000,41.007200,-73.834400,61.000000,-1.665600,-0.140000,4.114615,10.022800,15.307500,20.515000,23.151364,22.249167,18.167500,11.932917,6.855200,1.541200
ELMIRA/UNITED STATES OF AMERICA,42500302610.000000,42.099700,-76.835800,288.600000,-3.898214,-2.343448,1.520345,7.996207,13.835517,18.888966,21.266333,20.315667,16.288966,9.728571,4.548621,-1.147586
FREDONIA/UNITED STATES OF AMERICA,42500303033.000000,42.449700,-79.312000,231.600000,-3.562593,-2.949259,1.485926,7.499259,13.570370,18.973077,21.410400,20.580385,16.864400,11.016923,5.456923,-0.304231
GENEVA RSCH FARM/UNITED STATES OF AMERICA,42500303184.000000,42.876700,-77.030800,218.800000,-4.941724,-3.754000,0.210667,6.992333,13.151333,18.415517,20.823000,19.829333,15.777241,9.343000,4.041000,-1.842333
GLOVERSVILLE/UNITED STATES OF AMERICA,42500303319.000000,43.049200,-74.359200,246.900000,-6.930000,-5.150909,-0.180476,6.742381,13.252727,18.135238,20.480909,19.507727,15.245909,8.557727,3.113684,-3.463478
HEMLOCK/UNITED STATES OF AMERICA,42500303773.000000,42.774700,-77.608300,274.900000,-4.418636,-4.091905,0.590870,7.650870,13.247273,18.858571,20.886667,20.281500,16.430455,10.233043,4.466667,-1.568636
INDIAN LAKE 2SW/UNITED STATES OF AMERICA,42500304102.000000,43.755000,-74.269200,506.000000,-8.838148,-7.564643,-2.935926,4.071786,10.542143,15.283333,17.421923,16.841852,12.994815,6.584815,1.021481,-5.773571
ITHACA CORNELL UNIV/UNITED STATES OF AMERICA,42500304174.000000,42.448900,-76.448900,292.600000,-4.934667,-3.698214,0.236333,6.829310,12.819000,17.769643,20.092857,19.414667,15.439655,9.074333,4.075000,-2.061379
LAKE PLACID 2 S/UNITED STATES OF AMERICA,42500304555.000000,44.244400,-73.984700,591.300000,-9.962333,-8.442000,-3.187241,3.789667,10.016333,15.030333,17.448000,16.389310,12.091667,5.898333,-0.125862,-6.759667
LAWRENCEVILLE 3 SW/UNITED STATES OF AMERICA,42500304647.000000,44.758300,-74.669200,142.000000,-9.519630,-7.792857,-2.300000,5.877037,12.267143,17.686071,20.080741,18.908889,14.437037,7.985185,1.677692,-5.439259
LITTLE FALLS CITY RS/UNITED STATES OF AMERICA,42500304791.000000,43.060300,-74.868600,274.300000,-6.559630,-4.890357,-0.544286,6.533200,12.804231,17.734000,20.393500,19.264375,15.278462,8.900000,3.454348,-3.256154
LOWVILLE/UNITED STATES OF AMERICA,42500304912.000000,43.797500,-75.481700,262.100000,-9.401111,-7.346071,-2.392500,5.405714,11.622593,16.845556,19.192963,18.388889,13.840000,7.549615,1.758519,-4.790000
MALONE/UNITED STATES OF AMERICA,42500304996.000000,44.841900,-74.308100,268.200000,-9.284000,-7.848519,-2.507778,5.510800,11.891538,16.927500,19.493077,18.168400,14.017308,7.415000,1.930400,-5.491154
MARYLAND 9 SW/UNITED STATES OF AMERICA,42500305113.000000,42.469400,-75.010600,373.400000,-5.720769,-4.849259,-0.379643,6.219643,12.180000,17.075926,19.374074,18.599630,14.773704,8.403929,3.233704,-3.115556
MOHONK LAKE/UNITED STATES OF AMERICA,42500305426.000000,41.768100,-74.155000,379.500000,-4.536333,-3.071000,1.546897,8.498333,14.235667,19.317333,21.764828,20.711724,16.408333,10.298667,4.313667,-1.600333
MORRISVILLE 6 SW/UNITED STATES OF AMERICA,42500305512.000000,42.841700,-75.726400,396.200000,-6.757500,-5.262500,-1.226316,5.884444,12.242222,17.148750,19.302500,18.188824,14.679474,7.853684,2.723684,-3.827368
NY CITY CNTRL PARK/UNITED STATES OF AMERICA,42500305801.000000,40.778900,-73.969200,39.600000,0.297037,2.085185,5.735926,11.742500,16.861481,22.057407,24.768889,24.105926,20.045185,13.767778,8.800714,3.186429
NORWICH/UNITED STATES OF AMERICA,42500306085.000000,42.511700,-75.519700,301.400000,-5.586552,-4.521000,0.312333,7.236667,12.998333,18.040714,20.167857,19.473103,15.270333,8.918966,3.326667,-2.725862
OGDENSBURG 4 NE/UNITED STATES OF AMERICA,42500306164.000000,44.728100,-75.444200,85.300000,-9.384615,-7.186842,-1.577059,6.826500,12.946875,18.101500,21.282500,19.973158,15.128750,8.354706,2.590625,-4.933571
OSWEGO EAST/UNITED STATES OF AMERICA,42500306314.000000,43.462200,-76.493300,106.700000,-5.101852,-3.846071,0.651429,6.978929,12.572500,18.397500,21.317241,20.613571,16.391724,10.132143,4.554643,-1.546429
PORT JERVIS/UNITED STATES OF AMERICA,42500306774.000000,41.380000,-74.684700,143.300000,-4.516071,-2.964643,1.760714,8.282500,13.922963,18.937586,21.361724,20.340714,15.940741,9.338214,3.909286,-1.880357
