,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
PHILIPSBURG RS/UNITED STATES OF AMERICA,42500246472.000000,46.315800,-113.300000,1606.300000,1.049286,2.582593,7.071923,11.102963,15.958519,20.538276,25.697857,25.798276,19.810000,13.047857,5.068889,-0.362963
PLEVNA/UNITED STATES OF AMERICA,42500246601.000000,46.417800,-104.516400,847.300000,-2.004333,0.707667,6.691667,13.898333,19.598214,25.225000,30.293333,29.449667,22.819000,14.527931,5.281000,-1.698000
RED LODGE/UNITED STATES OF AMERICA,42500246918.000000,45.179700,-109.249700,1718.200000,3.087826,3.823200,8.046250,12.735200,18.073600,22.950400,27.963200,27.288077,20.949130,14.268333,6.792500,2.160000
SAINT IGNATIUS/UNITED STATES OF AMERICA,42500247286.000000,47.315000,-114.098300,883.900000,1.219615,3.740714,9.345926,14.191481,18.972857,23.301111,28.622222,28.018929,21.837143,13.782143,5.235172,0.212800
SAINT REGIS 1 NE/UNITED STATES OF AMERICA,42500247318.000000,47.303300,-115.090800,810.800000,1.270000,4.522593,9.947692,14.920000,20.134815,24.135769,29.154000,29.324231,23.566667,14.628462,4.910000,0.078148
SAVAGE/UNITED STATES OF AMERICA,42500247382.000000,47.453600,-104.337800,602.000000,-3.155000,0.567333,7.421000,15.594000,21.483448,26.038621,30.546207,30.101000,23.397586,15.008333,5.251379,-2.360667
VALIER/UNITED STATES OF AMERICA,42500248501.000000,48.308900,-112.251100,1161.300000,1.059655,2.377931,6.866552,12.104483,17.335517,21.988276,26.300000,26.341034,20.292414,13.476667,4.701000,0.491000
VIDA 6 NE/UNITED STATES OF AMERICA,42500248569.000000,47.880000,-105.368600,696.200000,-5.140370,-1.595926,6.058519,13.771538,19.506296,24.073846,29.008846,28.672308,21.625769,13.736000,3.764400,-4.172308
VIRGINIA CITY/UNITED STATES OF AMERICA,42500248597.000000,45.292500,-111.948100,1759.600000,1.710333,3.331333,7.285333,11.391333,16.828621,21.406552,26.838333,26.292414,20.568667,13.585333,5.471667,0.669333
WEST YELLOWSTONE/UNITED STATES OF AMERICA,42500248857.000000,44.650000,-111.100000,2029.700000,-4.077857,-1.462308,3.983571,8.244615,15.057692,20.308333,24.637692,25.475385,19.004167,10.092308,-0.027500,-5.394286
WHITE SULPHUR SPRNGS/UNITED STATES OF AMERICA,42500248930.000000,46.543600,-110.900000,1536.200000,-0.508000,1.434800,5.802800,10.846400,16.207778,21.366400,26.672381,26.254800,19.650370,12.613846,3.865000,-1.178148
ALBION/UNITED STATES OF AMERICA,42500250070.000000,41.686700,-98.003600,545.600000,0.889231,3.511200,9.114231,16.170769,21.963462,27.451154,29.998000,28.603200,24.520833,17.432917,8.443600,1.998400
ALLIANCE 1WNW/UNITED STATES OF AMERICA,42500250130.000000,42.110300,-102.896700,1217.400000,3.803043,5.676087,9.677826,15.352727,20.360500,26.456667,31.025714,30.306818,24.371818,16.558261,8.700000,3.483182
ASHLAND NO 2/UNITED STATES OF AMERICA,42500250375.000000,41.040600,-96.377500,326.100000,1.025667,3.743333,10.373667,17.440690,23.170333,28.492667,30.826333,29.746667,25.582333,18.317143,9.698000,2.136667
ATKINSON 3SW/UNITED STATES OF AMERICA,42500250420.000000,42.513600,-99.030300,637.000000,1.028889,2.787500,8.671429,15.464483,21.353793,26.664074,30.064231,28.860400,24.116786,16.848571,7.558519,0.788519
AUBURN 5 ESE/UNITED STATES OF AMERICA,42500250435.000000,40.370300,-95.746700,283.500000,1.636000,4.550667,11.538667,18.469667,24.030000,28.985000,31.143667,30.264138,26.353000,19.279333,10.522667,2.830333
BEATRICE 1N/UNITED STATES OF AMERICA,42500250622.000000,40.299400,-96.750000,395.300000,1.891667,4.887333,11.300667,17.736333,23.214000,28.798000,31.480667,30.355517,25.837241,18.835667,10.411000,3.042333
BEAVER CITY/UNITED STATES OF AMERICA,42500250640.000000,40.130600,-99.827800,658.400000,5.625667,8.068667,13.812000,19.424333,24.510690,30.358667,33.550000,32.462333,27.979333,20.975000,12.366000,5.410000
BRIDGEPORT/UNITED STATES OF AMERICA,42500251145.000000,41.667500,-103.104200,1117.400000,4.558800,6.801154,12.031154,16.718462,22.198846,27.960000,31.998800,30.823704,25.385556,18.320000,9.485000,3.679200
BROKEN BOW 2 W/UNITED STATES OF AMERICA,42500251200.000000,41.408300,-99.675000,762.000000,3.099643,4.661379,10.185000,16.151667,21.386000,26.745862,30.043000,28.838966,24.351000,17.591724,9.334000,3.002667
CRETE/UNITED STATES OF AMERICA,42500252020.000000,40.619400,-96.946900,437.400000,1.833103,4.810345,10.668214,17.124828,22.619667,27.895862,30.390357,29.053846,25.125185,18.519643,9.728621,2.354667
CURTIS 3NNE/UNITED STATES OF AMERICA,42500252100.000000,40.674200,-100.493600,829.400000,5.536364,7.930000,13.166923,19.374000,24.173182,29.894800,33.196800,31.793333,27.503333,20.273600,11.499200,6.395217
DAVID CITY/UNITED STATES OF AMERICA,42500252205.000000,41.249200,-97.132800,490.700000,0.026000,2.747000,9.354000,16.541034,22.365333,27.769333,30.171000,28.878621,24.672333,17.467667,8.484667,0.893000
FAIRBURY 5S/UNITED STATES OF AMERICA,42500252820.000000,40.073900,-97.166900,411.500000,2.868148,5.254444,11.851481,18.350000,23.365000,28.917241,31.711724,30.676552,26.154643,19.168148,10.703571,3.573571
FAIRMONT/UNITED STATES OF AMERICA,42500252840.000000,40.642200,-97.592800,499.900000,1.913750,4.492400,10.651200,17.442308,22.823600,28.406000,30.691154,29.855385,25.658846,18.576400,10.371600,2.644800
GENEVA/UNITED STATES OF AMERICA,42500253175.000000,40.531400,-97.596400,496.800000,1.754667,4.459333,10.480000,17.066000,22.256552,27.467000,29.743333,28.466667,24.616333,17.833000,9.419667,2.173000
GENOA 2 W/UNITED STATES OF AMERICA,42500253185.000000,41.451400,-97.764400,484.600000,0.785333,3.303667,9.654667,16.641000,21.995517,27.032667,29.292000,27.866333,24.179000,17.327000,8.476667,1.125000
GOTHENBURG/UNITED STATES OF AMERICA,42500253365.000000,40.940000,-100.152200,787.900000,3.280714,5.440690,10.724138,16.735172,22.069286,27.642069,30.688148,29.285000,24.644286,17.383103,9.411034,3.187931
HARRISON/UNITED STATES OF AMERICA,42500253615.000000,42.685800,-103.884200,1478.300000,1.718571,2.993929,7.733846,12.521111,18.086786,23.832143,29.144483,28.246897,22.216071,14.499310,6.341429,1.323214
HARTINGTON/UNITED STATES OF AMERICA,42500253630.000000,42.616700,-97.260800,417.600000,-0.476333,2.275000,8.395333,15.972333,21.803333,26.842333,29.435000,28.276667,24.164667,17.200667,7.430000,0.130667
HASTINGS 4N/UNITED STATES OF AMERICA,42500253660.000000,40.647500,-98.383300,591.300000,2.001333,4.406333,10.543333,17.150345,22.603448,28.234000,30.661000,29.497667,25.269655,17.983333,9.386207,2.476333
HAY SPRINGS 12 S/UNITED STATES OF AMERICA,42500253715.000000,42.511900,-102.694400,1159.800000,4.002609,6.161739,10.559565,16.005217,21.516667,26.501250,30.957083,30.054000,24.801250,17.505652,8.644583,3.819130
HEBRON/UNITED STATES OF AMERICA,42500253735.000000,40.175000,-97.590300,451.100000,3.185833,5.572917,12.154583,18.753750,23.626667,29.175652,32.202609,31.080000,26.349565,19.086957,11.464783,3.430000
HOLDREGE/UNITED STATES OF AMERICA,42500253910.000000,40.451700,-99.380300,707.100000,2.809655,4.786000,10.617000,17.129310,22.260000,27.957333,30.548000,29.364000,25.054667,17.958667,9.612667,3.132333
IMPERIAL/UNITED STATES OF AMERICA,42500254110.000000,40.520800,-101.655000,999.700000,4.322692,6.845769,11.378462,16.985600,22.103077,27.937917,31.692000,30.226154,25.574800,18.435769,9.813846,4.249231
KIMBALL 2NE/UNITED STATES OF AMERICA,42500254440.000000,41.245300,-103.634400,1435.000000,4.803846,6.339231,10.056538,14.715385,19.979200,25.873077,30.253333,28.852400,23.907200,17.031154,9.722400,4.300400
LODGEPOLE/UNITED STATES OF AMERICA,42500254900.000000,41.148900,-102.636100,1168.000000,4.032069,6.305172,10.944643,16.286071,21.779286,27.760370,32.338929,30.767857,25.123214,18.062500,9.094074,3.641429
LOUP CITY/UNITED STATES OF AMERICA,42500254985.000000,41.280800,-98.968100,627.300000,2.987308,5.324615,11.327778,17.810769,22.933600,28.175385,31.278214,30.544074,25.916786,18.911071,10.811071,3.794074
MADISON/UNITED STATES OF AMERICA,42500255080.000000,41.829200,-97.450000,481.600000,0.389310,2.848276,8.835714,16.460000,22.200000,27.491154,29.649630,28.735000,24.616897,17.636207,8.299655,0.949310
MC COOK/UNITED STATES OF AMERICA,42500255310.000000,40.215600,-100.620300,796.100000,5.315556,7.475517,12.858621,18.762500,23.508148,29.538148,32.526923,31.388214,26.889200,19.851429,11.510714,5.471538
MERRIMAN/UNITED STATES OF AMERICA,42500255470.000000,42.919400,-101.708900,986.000000,2.426071,4.632500,9.280769,15.342692,20.876000,26.694000,31.033333,30.264074,24.865000,16.786800,8.161250,2.408846
MINDEN/UNITED STATES OF AMERICA,42500255565.000000,40.515600,-98.951400,658.400000,2.680333,5.142000,11.272069,17.377000,22.549667,28.144333,31.009667,29.503000,25.305667,18.408667,9.814667,2.662667
NORTH LOUP/UNITED STATES OF AMERICA,42500256040.000000,41.493300,-98.774700,597.400000,2.258148,3.986071,10.227143,16.716071,22.138929,26.917037,29.458929,27.977407,24.290000,17.640769,8.939231,2.173333
OAKDALE/UNITED STATES OF AMERICA,42500256135.000000,42.067800,-97.967500,521.200000,0.335517,2.563103,8.678276,15.565172,20.935172,26.111724,28.660690,27.519310,23.397931,16.628966,8.039310,1.208889
PAWNEE CITY/UNITED STATES OF AMERICA,42500256570.000000,40.121700,-96.155800,378.000000,2.088667,5.161034,11.309643,18.055000,23.362593,28.309310,31.113333,30.321000,25.598667,18.966207,10.651333,3.203103
PURDUM/UNITED STATES OF AMERICA,42500256970.000000,42.065000,-100.247200,819.900000,3.374615,5.797308,10.568400,16.372400,21.595769,27.159583,30.889615,29.821111,25.079259,18.031923,10.168261,4.043462
RED CLOUD/UNITED STATES OF AMERICA,42500257070.000000,40.097800,-98.519700,524.300000,3.227931,5.541667,11.583667,18.039000,23.233333,29.219000,32.194667,30.881667,26.158333,18.878000,10.463667,3.710000
SAINT PAUL 4N/UNITED STATES OF AMERICA,42500257515.000000,41.268600,-98.469700,541.000000,2.191071,4.872857,10.705185,17.240370,22.931111,28.197931,30.946897,29.720741,25.446429,18.255185,8.901481,2.271481
SEWARD/UNITED STATES OF AMERICA,42500257715.000000,40.900000,-97.090800,438.900000,0.871333,3.616333,9.740667,16.726667,22.386667,27.763000,30.112667,28.983333,24.795333,17.857241,9.024138,1.538333
STAPLETON 5W/UNITED STATES OF AMERICA,42500258133.000000,41.458100,-100.598600,911.400000,2.765185,5.470000,10.460741,15.941852,21.562963,26.953333,30.758148,29.623846,24.710741,17.560370,8.795769,2.542593
SYRACUSE/UNITED STATES OF AMERICA,42500258395.000000,40.682500,-96.188600,335.300000,1.940333,4.798000,11.433667,18.284667,23.782000,29.171000,31.594000,30.596667,26.337000,19.398000,10.593333,3.091000
TECUMSEH 1S/UNITED STATES OF AMERICA,42500258465.000000,40.354400,-96.193900,338.300000,2.188333,4.957241,11.496207,18.036786,23.362963,28.722500,31.348929,30.520714,26.097143,19.432857,10.977241,3.327667
TEKAMAH/UNITED STATES OF AMERICA,42500258480.000000,41.786100,-96.226400,338.300000,1.111200,4.149583,10.242609,18.234583,24.276400,29.580000,31.552800,30.265200,26.604000,19.082692,10.717692,2.433077
WAKEFIELD/UNITED STATES OF AMERICA,42500258915.000000,42.266700,-96.861700,423.700000,-1.780741,1.213571,7.909643,15.502857,21.234444,26.367407,28.450741,27.477407,23.527037,16.653846,6.917308,-1.180741
WEEPING WATER/UNITED STATES OF AMERICA,42500259090.000000,40.863900,-96.141400,335.300000,1.405517,4.275172,10.769000,17.612000,22.947333,27.904333,30.040000,28.650667,24.557143,18.003448,9.746897,2.305517
YORK/UNITED STATES OF AMERICA,42500259510.000000,40.867800,-97.592200,490.700000,3.151538,5.870000,11.446538,18.471154,23.989583,30.063200,32.622800,30.939167,26.822917,19.665000,10.770833,3.834167
AUSTIN #2/UNITED STATES OF AMERICA,42500260507.000000,39.493100,-117.067500,2066.500000,5.040000,6.374400,9.225200,12.876190,18.385417,24.475000,30.108261,29.342083,23.840400,16.828800,9.137600,4.807600
BATTLE MOUNTAIN 4SE/UNITED STATES OF AMERICA,42500260691.000000,40.611700,-116.891700,1373.100000,5.419474,8.491053,13.274737,16.422500,22.465500,28.638000,35.071000,33.580000,28.133158,20.120526,11.297895,5.304500
BOULDER CITY/UNITED STATES OF AMERICA,42500261071.000000,35.980000,-114.846400,762.000000,12.415625,15.171176,19.360667,24.393750,29.778125,35.110625,37.682500,36.860625,32.488125,25.580625,17.159333,11.735333
ELKO RGNL AP/UNITED STATES OF AMERICA,42500262573.000000,40.828900,-115.788600,1533.100000,2.360357,5.096786,10.883103,15.107586,20.637241,26.634483,32.420000,31.397500,25.908929,18.095517,8.948571,2.781071
FALLON EXP STN/UNITED STATES OF AMERICA,42500262780.000000,39.457200,-118.781100,1208.500000,7.495556,11.395714,15.842963,18.770370,23.766800,28.945600,33.807600,32.542174,27.290417,20.642800,12.855200,7.189200
GOLCONDA/UNITED STATES OF AMERICA,42500263245.000000,40.956700,-117.492200,1339.300000,4.149524,7.025000,12.141500,15.901000,20.919000,27.552000,32.413182,31.957500,26.117368,18.849545,9.686364,4.034762
LOVELOCK/UNITED STATES OF AMERICA,42500264698.000000,40.190600,-118.476700,1211.600000,5.522667,9.807586,14.657333,18.485667,23.546667,29.201000,33.953793,32.773667,27.436000,20.075667,11.432414,5.684138
MCGILL/UNITED STATES OF AMERICA,42500264950.000000,39.413600,-114.773300,1911.100000,5.109310,6.700000,11.059310,14.964138,20.329310,26.447586,30.968621,29.929310,24.881034,17.668621,9.974667,4.981667
MINA/UNITED STATES OF AMERICA,42500265168.000000,38.384400,-118.105600,1391.700000,7.749600,10.888000,15.230800,18.844615,23.925600,29.901154,34.417917,33.554348,28.464231,20.977308,12.656154,7.322800
RENO AP/UNITED STATES OF AMERICA,42500266779.000000,39.483900,-119.771100,1344.200000,7.737037,10.504444,14.631852,17.785926,23.288889,28.633333,33.565926,32.651111,27.943846,20.874815,13.314444,7.840385
SEARCHLIGHT/UNITED STATES OF AMERICA,42500267369.000000,35.466100,-114.921700,1079.000000,12.067308,14.090385,17.989167,22.376000,28.157692,33.586154,36.073077,34.938846,31.072400,24.196538,16.632400,11.378462
WELLS/UNITED STATES OF AMERICA,42500268988.000000,41.100600,-114.973600,1737.400000,1.513333,3.504545,8.983182,13.293182,18.887391,24.923333,29.773810,29.084762,23.412857,16.156190,6.882857,1.786667
WINNEMUCCA AP/UNITED STATES OF AMERICA,42500269171.000000,40.901700,-117.808100,1309.400000,6.146538,9.375556,13.804444,17.502963,22.879259,28.956429,34.560714,33.494643,27.748462,20.190741,11.536296,5.849630
BETHLEHEM 2/UNITED STATES OF AMERICA,42500270706.000000,44.306100,-71.657500,359.700000,-2.927931,-0.652143,4.705517,12.531429,19.398846,24.206071,26.461724,25.230690,20.843448,13.626296,6.355333,-0.154828
DURHAM/UNITED STATES OF AMERICA,42500272174.000000,43.150000,-70.950000,24.400000,-0.466000,1.526207,6.339643,13.333103,19.299643,24.392143,27.187931,26.092667,21.763103,15.130000,8.416667,2.249333
FIRST CONNECTICUT LA/UNITED STATES OF AMERICA,42500272999.000000,45.087500,-71.287200,506.000000,-5.411667,-2.979333,1.973000,9.202333,16.548000,21.438667,23.747667,22.947000,18.552667,11.437931,4.318966,-2.162333
HANOVER/UNITED STATES OF AMERICA,42500273850.000000,43.703100,-72.284700,183.800000,-1.507586,1.256333,6.400333,14.398621,21.265000,25.732857,28.294828,27.194828,22.515667,14.922667,8.035517,0.958214
KEENE/UNITED STATES OF AMERICA,42500274399.000000,42.938900,-72.324400,158.500000,-0.730345,1.851000,6.799643,14.300345,20.826071,25.365357,27.905000,26.920345,22.520714,15.663793,8.557857,2.069286
ATLANTIC CITY/UNITED STATES OF AMERICA,42500280325.000000,39.379200,-74.424200,3.000000,4.709310,5.829310,9.114138,13.692143,18.651724,23.643793,26.660690,26.120333,23.087667,17.923103,12.575862,7.337931
BELVIDERE BRG/UNITED STATES OF AMERICA,42500280734.000000,40.829200,-75.083600,80.200000,2.098400,4.276000,8.915833,15.527037,21.205385,25.789167,28.257500,27.285417,23.561538,17.074615,11.008462,4.239583
BOONTON 1 SE/UNITED STATES OF AMERICA,42500280907.000000,40.900000,-74.400000,85.300000,1.803529,4.177059,8.675882,15.114118,21.403125,26.003125,28.646667,27.445294,23.394444,17.344667,11.008125,4.726000
CHARLOTTEBURG RSVR/UNITED STATES OF AMERICA,42500281582.000000,41.034700,-74.423300,231.600000,2.110690,3.882414,8.542857,15.107241,21.047143,25.507931,28.105714,27.165556,23.218966,17.141724,11.036207,4.475862
FLEMINGTON 5 NNW/UNITED STATES OF AMERICA,42500283029.000000,40.563100,-74.883100,79.200000,3.033571,5.237500,10.047143,16.924483,22.404828,27.143103,29.617500,28.596552,24.601786,18.204483,12.000690,5.525862
HIGHTSTOWN 2 W/UNITED STATES OF AMERICA,42500283951.000000,40.265000,-74.564200,30.500000,4.155517,6.083929,10.566552,16.926552,22.618966,27.437586,29.841034,28.854828,25.104138,18.882069,12.977931,6.815517
INDIAN MILLS 2 W/UNITED STATES OF AMERICA,42500284229.000000,39.814400,-74.788300,30.500000,5.126667,7.117037,11.628148,18.250000,23.362500,27.850000,30.268148,29.242143,25.423929,19.648571,13.565357,7.375357
LONG BRANCH OAKHURST/UNITED STATES OF AMERICA,42500284987.000000,40.279700,-74.004700,9.100000,5.165238,6.459091,9.753636,14.941818,20.004091,25.220870,28.097500,27.290417,23.976522,18.188571,13.357619,7.322500
MOORESTOWN/UNITED STATES OF AMERICA,42500285728.000000,39.951100,-74.969700,13.700000,5.196429,7.098333,12.243333,18.333448,23.401071,28.291429,30.597586,29.335357,25.306429,19.584138,13.015926,7.367778
NEW BRUNSWICK 3 SE/UNITED STATES OF AMERICA,42500286055.000000,40.471900,-74.436400,26.200000,4.063667,5.884483,10.445667,16.655172,22.233667,27.209667,29.795333,28.819667,25.084333,18.833667,12.959000,6.690667
PLAINFIELD/UNITED STATES OF AMERICA,42500287079.000000,40.603600,-74.402500,27.400000,4.002963,6.057143,11.138214,17.444074,22.976552,27.996071,30.304815,29.346667,25.186667,18.653462,12.516429,6.272500
TOMS RIVER/UNITED STATES OF AMERICA,42500288816.000000,39.950000,-74.216700,30.500000,5.060000,6.615926,10.651111,16.185714,21.629630,26.733333,29.317200,28.340385,24.603200,18.901538,13.324074,7.587407
AZTEC RUINS NM/UNITED STATES OF AMERICA,42500290692.000000,36.835000,-108.000600,1720.300000,6.906296,10.121429,15.270741,19.916786,25.663929,30.975357,33.240000,31.688571,27.534643,20.898148,12.937857,6.766429
BELL RANCH/UNITED STATES OF AMERICA,42500290858.000000,35.529700,-104.093600,1371.600000,12.206364,14.139130,18.275600,23.042759,27.623077,32.543333,33.928462,32.714783,28.734583,23.560370,17.050690,9.556429
CARLSBAD/UNITED STATES OF AMERICA,42500291469.000000,32.347800,-104.222500,951.000000,14.794483,17.734815,21.983571,26.493793,31.150400,35.200357,35.310370,34.551154,30.881786,26.323600,20.181852,14.948519
CARRIZOZO 1SW/UNITED STATES OF AMERICA,42500291515.000000,33.630800,-105.896400,1647.400000,10.330000,13.108800,16.942083,21.265600,26.883200,31.541852,31.408519,30.105556,27.127037,21.551071,14.710000,10.031154
CHAMA/UNITED STATES OF AMERICA,42500291664.000000,36.917800,-106.578100,2392.700000,3.115517,4.752414,8.278214,12.880000,18.498000,24.428333,26.880667,25.380667,21.606667,15.691000,8.205333,3.101333
CIMARRON 4 SW/UNITED STATES OF AMERICA,42500291813.000000,36.466100,-104.945600,1993.400000,7.771724,8.886552,12.687241,17.107000,21.800000,26.469310,28.175517,26.688621,23.739655,19.008929,12.126207,7.416897
CLAYTON MUNI ARPK AP/UNITED STATES OF AMERICA,42500291887.000000,36.448600,-103.153900,1511.800000,9.381538,10.488077,14.744000,19.425000,24.233846,29.251111,31.443333,29.998519,26.260000,20.315185,14.112593,8.414815
DULCE/UNITED STATES OF AMERICA,42500292608.000000,36.935800,-107.000000,2070.500000,4.968148,7.446296,11.780000,16.020000,21.852963,27.592593,30.135556,28.485185,24.307037,17.888846,10.631481,4.992222
